#Wvlngth	Flux
1052.2883709	9.4409453273
1052.3270008	9.4413926251
1052.3656322	9.4418416673
1052.4042649	9.44229244751
1052.4428991	9.44274495937
1052.4815347	9.4431991965
1052.5201717	9.44365515252
1052.5588102	9.44411282104
1052.5974500	9.44457219569
1052.6360913	9.44503327008
1052.6747340	9.44549603782
1052.7133781	9.44596049254
1052.7520236	9.44642662784
1052.7906706	9.44689443733
1052.8293189	9.44736391462
1052.8679687	9.44783505333
1052.9066199	9.44830784705
1052.9452725	9.44878228939
1052.9839266	9.44925837395
1053.0225820	9.44973609435
1053.0612389	9.45021544417
1053.0998972	9.45069641702
1053.1385569	9.4511790065
1053.1772180	9.45166320619
1053.2158806	9.45214900971
1053.2545446	9.45263641063
1053.2932100	9.45312540255
1053.3318768	9.45361597907
1053.3705450	9.45410813377
1053.4092147	9.45460186024
1053.4478857	9.45509715207
1053.4865582	9.45559400284
1053.5252321	9.45609240613
1053.5639074	9.45659235553
1053.6025842	9.45709384462
1053.6412624	9.45759686697
1053.6799420	9.45810141617
1053.7186230	9.45860748579
1053.7573054	9.4591150694
1053.7959892	9.45962416058
1053.8346745	9.46013475291
1053.8733612	9.46064683994
1053.9120493	9.46116041526
1053.9507388	9.46167547242
1053.9894298	9.462192005
1054.0281222	9.46271000656
1054.0668160	9.46322947066
1054.1055112	9.46375039086
1054.1442078	9.46427276073
1054.1829058	9.46479657383
1054.2216053	9.46532182371
1054.2603062	9.46584850392
1054.2990085	9.46637660803
1054.3377123	9.46690612958
1054.3764174	9.46743706213
1054.4151240	9.46796939923
1054.4538320	9.46850313442
1054.4925414	9.46903826126
1054.5312522	9.46957477329
1054.5699645	9.47011266406
1054.6086782	9.4706519271
1054.6473933	9.47119255597
1054.6861098	9.4717345442
1054.7248278	9.47227788532
1054.7635471	9.47282257288
1054.8022679	9.47336860042
1054.8409901	9.47391596146
1054.8797138	9.47446464954
1054.9184388	9.4750146582
1054.9571653	9.47556598095
1054.9958932	9.47611861134
1055.0346225	9.47667254289
1055.0733532	9.47722776912
1055.1120854	9.47778428356
1055.1508190	9.47834207973
1055.1895540	9.47890115115
1055.2282904	9.47946149135
1055.2670283	9.48002309384
1055.3057675	9.48058595214
1055.3445082	9.48115005976
1055.3832504	9.48171541023
1055.4219939	9.48228199704
1055.4607388	9.48284981372
1055.4994852	9.48341885377
1055.5382330	9.4839891107
1055.5769823	9.48456057803
1055.6157329	9.48513324924
1055.6544850	9.48570711786
1055.6932385	9.48628217737
1055.7319934	9.48685842129
1055.7707497	9.48743584312
1055.8095075	9.48801443634
1055.8482667	9.48859419446
1055.8870273	9.48917511097
1055.9257893	9.48975717938
1055.9645528	9.49034039316
1056.0033177	9.49092474581
1056.0420840	9.49151023082
1056.0808517	9.49209684168
1056.1196208	9.49268457188
1056.1583914	9.4932734149
1056.1971634	9.49386336422
1056.2359368	9.49445441333
1056.2747117	9.49504655571
1056.3134879	9.49563978484
1056.3522656	9.49623409419
1056.3910447	9.49682947724
1056.4298253	9.49742592748
1056.4686072	9.49802343836
1056.5073906	9.49862200337
1056.5461754	9.49922161597
1056.5849616	9.49982226963
1056.6237493	9.50042395783
1056.6625384	9.50102667402
1056.7013289	9.50163041168
1056.7401208	9.50223516427
1056.7789141	9.50284092524
1056.8177089	9.50344768806
1056.8565051	9.50405544619
1056.8953027	9.50466419308
1056.9341018	9.5052739222
1056.9729022	9.505884627
1057.0117041	9.50649630092
1057.0505075	9.50710893743
1057.0893122	9.50772252997
1057.1281184	9.50833707199
1057.1669260	9.50895255694
1057.2057350	9.50956897827
1057.2445454	9.51018632942
1057.2833573	9.51080460383
1057.3221706	9.51142379494
1057.3609853	9.5120438962
1057.3998014	9.51266490104
1057.4386190	9.5132868029
1057.4774380	9.51390959522
1057.5162584	9.51453327143
1057.5550802	9.51515782497
1057.5939035	9.51578324926
1057.6327282	9.51640953774
1057.6715543	9.51703668383
1057.7103819	9.51766468096
1057.7492108	9.51829352256
1057.7880412	9.51892320204
1057.8268730	9.51955371285
1057.8657063	9.52018504839
1057.9045410	9.52081720208
1057.9433771	9.52145016734
1057.9822146	9.5220839376
1058.0210535	9.52271850626
1058.0598939	9.52335386674
1058.0987357	9.52399001245
1058.1375789	9.52462693681
1058.1764236	9.52526463321
1058.2152696	9.52590309508
1058.2541172	9.52654231581
1058.2929661	9.52718228882
1058.3318164	9.5278230075
1058.3706682	9.52846446526
1058.4095214	9.5291066555
1058.4483761	9.52974957162
1058.4872321	9.53039320701
1058.5260896	9.53103755508
1058.5649485	9.53168260921
1058.6038089	9.5323283628
1058.6426706	9.53297480925
1058.6815338	9.53362194194
1058.7203984	9.53426975426
1058.7592645	9.5349182396
1058.7981320	9.53556739135
1058.8370009	9.53621720289
1058.8758712	9.5368676676
1058.9147429	9.53751877887
1058.9536161	9.53817053007
1058.9924907	9.53882291459
1059.0313668	9.53947592579
1059.0702442	9.54012955707
1059.1091231	9.54078380179
1059.1480034	9.54143865332
1059.1868852	9.54209410504
1059.2257683	9.54275015032
1059.2646529	9.54340678252
1059.3035390	9.54406399502
1059.3424264	9.54472178117
1059.3813153	9.54538013434
1059.4202056	9.5460390479
1059.4590973	9.5466985152
1059.4979905	9.5473585296
1059.5368851	9.54801908448
1059.5757811	9.54868017317
1059.6146786	9.54934178903
1059.6535774	9.55000392542
1059.6924777	9.5506665757
1059.7313795	9.55132973321
1059.7702826	9.5519933913
1059.8091872	9.55265754332
1059.8480932	9.55332218261
1059.8870007	9.55398730253
1059.9259095	9.55465289641
1059.9648198	9.55531895759
1060.0037316	9.55598547943
1060.0426447	9.55665245525
1060.0815593	9.55731987839
1060.1204753	9.55798774219
1060.1593928	9.55865603999
1060.1983117	9.55932476511
1060.2372320	9.5599939109
1060.2761537	9.56066347067
1060.3150768	9.56133343776
1060.3540014	9.5620038055
1060.3929274	9.56267456721
1060.4318549	9.56334571621
1060.4707838	9.56401724583
1060.5097141	9.5646891494
1060.5486458	9.56536142022
1060.5875790	9.56603405162
1060.6265136	9.56670703691
1060.6654496	9.56738036942
1060.7043870	9.56805404245
1060.7433259	9.56872804932
1060.7822662	9.56940238333
1060.8212079	9.57007703781
1060.8601511	9.57075200604
1060.8990957	9.57142728136
1060.9380417	9.57210285704
1060.9769892	9.57277872641
1061.0159381	9.57345488277
1061.0548884	9.5741313194
1061.0938401	9.57480802962
1061.1327933	9.57548500672
1061.1717479	9.576162244
1061.2107040	9.57683973475
1061.2496614	9.57751747226
1061.2886203	9.57819544984
1061.3275807	9.57887366075
1061.3665424	9.57955209831
1061.4055056	9.58023075579
1061.4444702	9.58090962647
1061.4834363	9.58158870366
1061.5224037	9.58226798061
1061.5613726	9.58294745063
1061.6003430	9.58362710698
1061.6393148	9.58430694295
1061.6782880	9.58498695181
1061.7172626	9.58566712685
1061.7562386	9.58634746132
1061.7952161	9.58702794851
1061.8341951	9.58770858169
1061.8731754	9.58838935412
1061.9121572	9.58907025908
1061.9511404	9.58975128982
1061.9901251	9.59043243963
1062.0291111	9.59111370175
1062.0680987	9.59179506945
1062.1070876	9.592476536
1062.1460780	9.59315809465
1062.1850698	9.59383973865
1062.2240630	9.59452146127
1062.2630577	9.59520325576
1062.3020538	9.59588511538
1062.3410513	9.59656703337
1062.3800503	9.59724900298
1062.4190507	9.59793101747
1062.4580525	9.59861307008
1062.4970557	9.59929515405
1062.5360604	9.59997726264
1062.5750666	9.60065938908
1062.6140741	9.60134152662
1062.6530831	9.60202366849
1062.6920935	9.60270580793
1062.7311054	9.60338793819
1062.7701186	9.60407005249
1062.8091333	9.60475214407
1062.8481495	9.60543420616
1062.8871671	9.606116232
1062.9261861	9.6067982148
1062.9652065	9.60748014781
1063.0042284	9.60816202424
1063.0432517	9.60884383733
1063.0822764	9.60952558029
1063.1213026	9.61020724634
1063.1603302	9.61088882872
1063.1993593	9.61157032063
1063.2383897	9.61225171529
1063.2774216	9.61293300592
1063.3164550	9.61361418574
1063.3554897	9.61429524796
1063.3945259	9.61497618578
1063.4335636	9.61565699242
1063.4726026	9.61633766109
1063.5116431	9.61701818499
1063.5506851	9.61769855733
1063.5897284	9.61837877132
1063.6287732	9.61905882015
1063.6678195	9.61973869703
1063.7068671	9.62041839516
1063.7459163	9.62109790773
1063.7849668	9.62177722794
1063.8240188	9.62245634899
1063.8630722	9.62313526407
1063.9021270	9.62381396637
1063.9411833	9.62449244908
1063.9802410	9.62517070539
1064.0193001	9.6258487285
1064.0583607	9.62652651158
1064.0974227	9.62720404782
1064.1364861	9.6278813304
1064.1755510	9.6285583525
1064.2146173	9.62923510732
1064.2536850	9.62991158801
1064.2927542	9.63058778777
1064.3318248	9.63126369976
1064.3708969	9.63193931716
1064.4099703	9.63261463314
1064.4490453	9.63328964088
1064.4881216	9.63396433354
1064.5271994	9.63463870429
1064.5662786	9.6353127463
1064.6053592	9.63598645273
1064.6444413	9.63665981675
1064.6835249	9.63733283152
1064.7226098	9.6380054902
1064.7616962	9.63867778595
1064.8007840	9.63934971192
1064.8398733	9.64002126127
1064.8789640	9.64069242716
1064.9180561	9.64136320274
1064.9571497	9.64203358117
1064.9962447	9.64270355558
1065.0353411	9.64337311913
1065.0744390	9.64404226498
1065.1135383	9.64471098625
1065.1526390	9.6453792761
1065.1917412	9.64604712767
1065.2308448	9.6467145341
1065.2699499	9.64738148853
1065.3090563	9.6480479841
1065.3481643	9.64871401394
1065.3872736	9.64937957119
1065.4263844	9.65004464899
1065.4654966	9.65070924046
1065.5046103	9.65137333873
1065.5437254	9.65203693694
1065.5828419	9.65270002822
1065.6219599	9.65336260568
1065.6610793	9.65402466245
1065.7002001	9.65468619166
1065.7393224	9.65534718643
1065.7784461	9.65600763987
1065.8175713	9.65666754511
1065.8566979	9.65732689526
1065.8958259	9.65798568344
1065.9349553	9.65864390277
1065.9740862	9.65930154634
1066.0132186	9.65995860728
1066.0523523	9.6606150787
1066.0914875	9.6612709537
1066.1306242	9.66192622539
1066.1697623	9.66258088687
1066.2089018	9.66323493125
1066.2480427	9.66388835163
1066.2871851	9.66454114111
1066.3263289	9.66519329279
1066.3654742	9.66584479976
1066.4046209	9.66649565513
1066.4437690	9.66714585198
1066.4829186	9.66779538341
1066.5220696	9.66844424251
1066.5612221	9.66909242237
1066.6003760	9.66973991608
1066.6395313	9.67038671673
1066.6786880	9.67103281739
1066.7178462	9.67167821116
1066.7570059	9.67232289111
1066.7961669	9.67296685034
1066.8353295	9.6736100819
1066.8744934	9.6742525789
1066.9136588	9.67489433439
1066.9528256	9.67553534145
1066.9919939	9.67617559317
1067.0311636	9.6768150826
1067.0703347	9.67745380282
1067.1095073	9.67809174691
1067.1486813	9.67872890791
1067.1878568	9.67936527891
1067.2270336	9.68000085296
1067.2662120	9.68063562313
1067.3053917	9.68126958248
1067.3445729	9.68190272407
1067.3837556	9.68253504095
1067.4229397	9.68316652618
1067.4621252	9.68379717283
1067.5013121	9.68442697393
1067.5405005	9.68505592254
1067.5796904	9.68568401172
1067.6188817	9.68631123451
1067.6580744	9.68693758396
1067.6972685	9.68756305312
1067.7364641	9.68818763503
1067.7756611	9.68881132272
1067.8148596	9.68943410925
1067.8540595	9.69005598766
1067.8932609	9.69067695098
1067.9324636	9.69129699224
1067.9716679	9.69191610449
1068.0108735	9.69253428076
1068.0500806	9.69315151407
1068.0892892	9.69376779747
1068.1284992	9.69438312398
1068.1677106	9.69499748662
1068.2069234	9.69561087842
1068.2461377	9.69622329242
1068.2853535	9.69683472162
1068.3245707	9.69744515906
1068.3637893	9.69805459775
1068.4030093	9.69866303071
1068.4422308	9.69927045095
1068.4814538	9.6998768515
1068.5206782	9.70048222537
1068.5599040	9.70108656557
1068.5991312	9.7016898651
1068.6383599	9.70229211699
1068.6775901	9.70289331423
1068.7168216	9.70349344984
1068.7560547	9.70409251682
1068.7952891	9.70469050816
1068.8345250	9.70528741688
1068.8737624	9.70588323598
1068.9130011	9.70647795845
1068.9522414	9.70707157728
1068.9914830	9.70766408548
1069.0307261	9.70825547604
1069.0699707	9.70884574196
1069.1092166	9.70943487621
1069.1484641	9.7100228718
1069.1877129	9.71060972171
1069.2269632	9.71119541892
1069.2662150	9.71177995643
1069.3054682	9.71236332721
1069.3447228	9.71294552424
1069.3839789	9.71352654052
1069.4232364	9.71410636901
1069.4624953	9.71468500269
1069.5017557	9.71526243455
1069.5410176	9.71583865754
1069.5802808	9.71641366465
1069.6195455	9.71698744885
1069.6588117	9.71756000311
1069.6980793	9.71813132039
1069.7373483	9.71870139366
1069.7766188	9.71927021589
1069.8158908	9.71983778004
1069.8551641	9.72040407907
1069.8944389	9.72096910595
1069.9337152	9.72153285362
1069.9729929	9.72209531505
1070.0122720	9.7226564832
1070.0515526	9.72321635102
1070.0908346	9.72377491146
1070.1301181	9.72433215747
1070.1694030	9.724888082
1070.2086893	9.72544267801
1070.2479771	9.72599593843
1070.2872663	9.72654785622
1070.3265570	9.72709842431
1070.3658491	9.72764763565
1070.4051427	9.72819548318
1070.4444376	9.72874195983
1070.4837341	9.72928705855
1070.5230320	9.72983077228
1070.5623313	9.73037309394
1070.6016321	9.73091401646
1070.6409343	9.73145353279
1070.6802379	9.73199163584
1070.7195430	9.73252831856
1070.7588496	9.73306357386
1070.7981575	9.73359739466
1070.8374670	9.7341297739
1070.8767778	9.7346607045
1070.9160902	9.73519017937
1070.9554039	9.73571819144
1070.9947191	9.73624473362
1071.0340357	9.73676979883
1071.0733538	9.73729337998
1071.1126734	9.73781546998
1071.1519943	9.73833606175
1071.1913167	9.7388551482
1071.2306406	9.73937272224
1071.2699659	9.73988877676
1071.3092926	9.74040330468
1071.3486208	9.74091629891
1071.3879505	9.74142775233
1071.4272815	9.74193765786
1071.4666141	9.74244600839
1071.5059480	9.74295279682
1071.5452834	9.74345801604
1071.5846203	9.74396165896
1071.6239586	9.74446371845
1071.6632983	9.74496418742
1071.7026395	9.74546305876
1071.7419821	9.74596032534
1071.7813262	9.74645598007
1071.8206717	9.74695001582
1071.8600187	9.74744242547
1071.8993671	9.74793320192
1071.9387170	9.74842233803
1071.9780683	9.74890982669
1072.0174210	9.74939566078
1072.0567752	9.74987983317
1072.0961308	9.75036233674
1072.1354879	9.75084316436
1072.1748464	9.75132230889
1072.2142064	9.75179976322
1072.2535678	9.7522755202
1072.2929306	9.75274957271
1072.3322949	9.75322191361
1072.3716607	9.75369253576
1072.4110279	9.75416143203
1072.4503965	9.75462859527
1072.4897666	9.75509401835
1072.5291381	9.75555769412
1072.5685111	9.75601961544
1072.6078855	9.75647977515
1072.6472613	9.75693816613
1072.6866387	9.75739478121
1072.7260174	9.75784961324
1072.7653976	9.75830265507
1072.8047792	9.75875389956
1072.8441623	9.75920333954
1072.8835469	9.75965096786
1072.9229329	9.76009677736
1072.9623203	9.76054076087
1073.0017092	9.76098291125
1073.0410995	9.76142322132
1073.0804912	9.76186168393
1073.1198844	9.76229829189
1073.1592791	9.76273303806
1073.1986752	9.76316591526
1073.2380728	9.76359691631
1073.2774717	9.76402603405
1073.3168722	9.76445326131
1073.3562741	9.7648785909
1073.3956774	9.76530201565
1073.4350822	9.76572352839
1073.4744884	9.76614312192
1073.5138961	9.76656078908
1073.5533052	9.76697652268
1073.5927158	9.76739031553
1073.6321278	9.76780216044
1073.6715413	9.76821205024
1073.7109562	9.76861997773
1073.7503725	9.76902593571
1073.7897903	9.76942991701
1073.8292096	9.76983191441
1073.8686303	9.77023192074
1073.9080524	9.77062992878
1073.9474760	9.77102593135
1073.9869010	9.77141992124
1074.0263275	9.77181189126
1074.0657555	9.77220183419
1074.1051848	9.77258974283
1074.1446157	9.77297560998
1074.1840479	9.77335942843
1074.2234817	9.77374119096
1074.2629168	9.77412089038
1074.3023535	9.77449851946
1074.3417915	9.77487407099
1074.3812310	9.77524753776
1074.4206720	9.77561891255
1074.4601144	9.77598818813
1074.4995583	9.7763553573
1074.5390036	9.77672041282
1074.5784503	9.77708334748
1074.6178985	9.77744415404
1074.6573482	9.77780282529
1074.6967993	9.778159354
1074.7362518	9.77851373293
1074.7757058	9.77886595485
1074.8151613	9.77921601253
1074.8546181	9.77956389874
1074.8940765	9.77990960623
1074.9335363	9.78025312779
1074.9729975	9.78059445615
1075.0124602	9.78093358409
1075.0519243	9.78127050436
1075.0913899	9.78160520971
1075.1308569	9.78193769291
1075.1703254	9.7822679467
1075.2097954	9.78259596384
1075.2492667	9.78292173707
1075.2887396	9.78324525915
1075.3282138	9.78356652282
1075.3676896	9.78388552083
1075.4071667	9.78420224592
1075.4466454	9.78451669083
1075.4861254	9.78482884831
1075.5256070	9.78513871109
1075.5650899	9.7854462719
1075.6045743	9.7857515235
1075.6440602	9.7860544586
1075.6835475	9.78635506995
1075.7230363	9.78665335027
1075.7625265	9.78694929229
1075.8020182	9.78724288875
1075.8415113	9.78753413236
1075.8810059	9.78782301586
1075.9205019	9.78810953197
1075.9599994	9.7883936734
1075.9994983	9.78867543288
1076.0389987	9.78895480313
1076.0785005	9.78923177687
1076.1180037	9.78950634796
1076.1575085	9.78977851802
1076.1970146	9.79004829179
1076.2365223	9.79031567404
1076.2760313	9.79058066953
1076.3155418	9.79084328303
1076.3550538	9.7911035193
1076.3945672	9.79136138312
1076.4340821	9.79161687925
1076.4735984	9.79187001246
1076.5131162	9.79212078752
1076.5526354	9.79236920921
1076.5921561	9.7926152823
1076.6316782	9.79285901157
1076.6712018	9.79310040178
1076.7107268	9.79333945772
1076.7502533	9.79357618416
1076.7897812	9.79381058589
1076.8293106	9.79404266768
1076.8688415	9.79427243431
1076.9083737	9.79449989057
1076.9479075	9.79472504124
1076.9874427	9.7949478911
1077.0269793	9.79516844494
1077.0665174	9.79538670754
1077.1060569	9.7956026837
1077.1455979	9.7958163782
1077.1851403	9.79602779583
1077.2246842	9.79623694138
1077.2642296	9.79644381965
1077.3037764	9.79664843543
1077.3433246	9.7968507935
1077.3828743	9.79705089867
1077.4224255	9.79724875573
1077.4619781	9.79744436949
1077.5015321	9.79763774473
1077.5410877	9.79782888626
1077.5806446	9.79801779888
1077.6202030	9.79820448739
1077.6597629	9.79838895659
1077.6993242	9.79857121129
1077.7388870	9.79875125629
1077.7784512	9.7989290964
1077.8180169	9.79910473642
1077.8575840	9.79927818117
1077.8971526	9.79944943545
1077.9367226	9.79961850408
1077.9762941	9.79978539185
1078.0158670	9.7999501036
1078.0554414	9.80011264413
1078.0950173	9.80027301825
1078.1345946	9.80043123079
1078.1741733	9.80058728655
1078.2137535	9.80074119037
1078.2533352	9.80089294705
1078.2929183	9.80104256141
1078.3325028	9.80119003828
1078.3720889	9.80133538249
1078.4116763	9.80147859885
